ensembl_id,gene_name,gene_type
ENSG00000165416,SUGT1,protein_coding
ENSG00000198954,KIFBP,protein_coding
ENSG00000036054,TBC1D23,protein_coding
ENSG00000260726,KLF8P1,processed_pseudogene
ENSG00000259873,,processed_pseudogene
ENSG00000279427,,TEC
ENSG00000279420,,TEC
ENSG00000272330,,lncRNA
ENSG00000161405,IKZF3,protein_coding
ENSG00000152910,CNTNAP4,protein_coding
ENSG00000248668,OXCT1-AS1,lncRNA
ENSG00000248202,LINC02234,lncRNA
ENSG00000113520,IL4,protein_coding
ENSG00000049449,RCN1,protein_coding
ENSG00000117154,IGSF21,protein_coding
ENSG00000183246,RIMBP3C,protein_coding
ENSG00000100249,C22orf31,protein_coding
ENSG00000207233,SNORA37,snoRNA
ENSG00000277324,,lncRNA
ENSG00000200985,RNA5SP493,rRNA_pseudogene
ENSG00000225544,,processed_pseudogene
ENSG00000147138,GPR174,protein_coding
ENSG00000101751,POLI,protein_coding
ENSG00000100034,PPM1F,protein_coding
ENSG00000259593,MTND5P40,processed_pseudogene
ENSG00000125354,SEPTIN6,protein_coding
ENSG00000138587,MNS1,protein_coding
ENSG00000139675,HNRNPA1L2,protein_coding
ENSG00000182346,DAOA,protein_coding
ENSG00000137710,RDX,protein_coding
ENSG00000268203,,lncRNA
ENSG00000162377,COA7,protein_coding
ENSG00000268191,,lncRNA
ENSG00000125657,TNFSF9,protein_coding
ENSG00000224613,RNPC3-DT,lncRNA
ENSG00000148688,RPP30,protein_coding
ENSG00000268742,,processed_pseudogene
ENSG00000269546,CLIC4P2,processed_pseudogene
ENSG00000215871,,processed_pseudogene
ENSG00000287372,,lncRNA
ENSG00000156958,GALK2,protein_coding
ENSG00000199223,Y_RNA,misc_RNA
ENSG00000232542,DPYD-IT1,lncRNA
ENSG00000125726,CD70,protein_coding
ENSG00000116774,OLFML3,protein_coding
ENSG00000283776,TAF11L13,protein_coding
ENSG00000100883,SRP54,protein_coding
ENSG00000286164,,lncRNA
ENSG00000213940,,processed_pseudogene
ENSG00000253236,LINC02143,lncRNA
ENSG00000251243,,processed_pseudogene
ENSG00000254333,NDST1-AS1,lncRNA
ENSG00000201245,,snoRNA
ENSG00000288581,,lncRNA
ENSG00000288060,,lncRNA
ENSG00000043355,ZIC2,protein_coding
ENSG00000268785,RPL7P50,processed_pseudogene
ENSG00000283950,MIR6791,miRNA
ENSG00000133706,LARS1,protein_coding
ENSG00000224086,PPM1F-AS1,lncRNA
ENSG00000125733,TRIP10,protein_coding
ENSG00000287756,,lncRNA
ENSG00000260738,LINC00554,lncRNA
ENSG00000284652,,lncRNA
ENSG00000225999,NDUFA12P1,processed_pseudogene
ENSG00000236554,ASNSP3,processed_pseudogene
ENSG00000100038,TOP3B,protein_coding
ENSG00000228501,RPL15P18,processed_pseudogene
ENSG00000270632,,processed_pseudogene
ENSG00000023909,GCLM,protein_coding
ENSG00000139800,ZIC5,protein_coding
ENSG00000139517,LNX2,protein_coding
ENSG00000250398,,processed_pseudogene
ENSG00000181359,HSP90AA6P,transcribed_processed_pseudogene
ENSG00000249924,,lncRNA
ENSG00000280005,,lncRNA
ENSG00000249500,LINC01179,lncRNA
ENSG00000249411,,processed_pseudogene
ENSG00000250034,,lncRNA
ENSG00000287424,,lncRNA
ENSG00000174473,GALNTL6,protein_coding
ENSG00000273552,,lncRNA
ENSG00000226703,NPM1P4,processed_pseudogene
ENSG00000169840,GSX1,protein_coding
ENSG00000069702,TGFBR3,protein_coding
ENSG00000247381,PLUT,lncRNA
ENSG00000207330,RNU6-73P,snRNA
ENSG00000165046,LETM2,protein_coding
ENSG00000139515,PDX1,protein_coding
ENSG00000233558,,processed_pseudogene
ENSG00000218208,RPS27AP11,processed_pseudogene
ENSG00000186184,POLR1D,protein_coding
ENSG00000262566,,processed_pseudogene
ENSG00000272356,,lncRNA
ENSG00000175967,LINC02880,lncRNA
ENSG00000166845,C18orf54,protein_coding
ENSG00000154174,TOMM70,protein_coding
ENSG00000278974,,TEC
ENSG00000248755,,processed_pseudogene
ENSG00000248907,MTND2P33,unprocessed_pseudogene
ENSG00000249692,,processed_pseudogene
ENSG00000112339,HBS1L,protein_coding
ENSG00000249367,FABP5P12,processed_pseudogene
ENSG00000164303,ENPP6,protein_coding
ENSG00000240309,MTCO1P6,processed_pseudogene
ENSG00000285780,,lncRNA
ENSG00000159593,NAE1,protein_coding
ENSG00000249951,,lncRNA
ENSG00000248388,,lncRNA
ENSG00000078114,NEBL,protein_coding
ENSG00000182552,RWDD4,protein_coding
ENSG00000160293,VAV2,protein_coding
ENSG00000174405,LIG4,protein_coding
ENSG00000138468,SENP7,protein_coding
ENSG00000280734,LINC01232,lncRNA
ENSG00000203441,LINC00449,lncRNA
ENSG00000234168,LINC01039,lncRNA
ENSG00000234239,CFL1P8,processed_pseudogene
ENSG00000287746,,lncRNA
ENSG00000263615,MIR4306,miRNA
ENSG00000227659,CLYBL-AS2,lncRNA
ENSG00000234303,CLYBL-AS1,lncRNA
ENSG00000125246,CLYBL,protein_coding
ENSG00000234210,,lncRNA
ENSG00000204946,ZNF783,protein_coding
ENSG00000249513,,lncRNA
ENSG00000251195,,processed_pseudogene
ENSG00000249004,PRMT5P1,processed_pseudogene
ENSG00000280241,,lncRNA
ENSG00000174448,STARD6,protein_coding
ENSG00000287144,,lncRNA
ENSG00000198542,ITGBL1,protein_coding
ENSG00000251433,CCNHP1,processed_pseudogene
ENSG00000242318,,processed_pseudogene
ENSG00000164168,TMEM184C,protein_coding
ENSG00000232185,CNOT7P2,processed_pseudogene
ENSG00000230489,VAV3-AS1,lncRNA
ENSG00000185055,EFCAB10,protein_coding
ENSG00000228399,,processed_pseudogene
ENSG00000236776,RPL21P23,processed_pseudogene
ENSG00000224685,RPL36AP12,processed_pseudogene
ENSG00000287076,,lncRNA
ENSG00000237480,,lncRNA
ENSG00000134278,SPIRE1,protein_coding
ENSG00000271252,,lncRNA
ENSG00000230427,ALG14-AS1,lncRNA
ENSG00000150760,DOCK1,protein_coding
ENSG00000235794,MTND3P21,unprocessed_pseudogene
ENSG00000286758,,lncRNA
ENSG00000237337,ELAVL4-AS1,lncRNA
ENSG00000233983,,processed_pseudogene
ENSG00000250626,,lncRNA
ENSG00000250726,,processed_pseudogene
ENSG00000250839,,unprocessed_pseudogene
ENSG00000249386,MTCO2P9,unprocessed_pseudogene
ENSG00000287730,,lncRNA
ENSG00000281627,DUX4L3,unprocessed_pseudogene
ENSG00000236279,CLEC2L,protein_coding
ENSG00000236695,HNRNPA1P47,processed_pseudogene
ENSG00000198198,SZT2,protein_coding
ENSG00000226553,IMPDH1P7,processed_pseudogene
ENSG00000257332,HNRNPA1P69,processed_pseudogene
ENSG00000164136,IL15,protein_coding
ENSG00000258071,ARL2BPP2,processed_pseudogene
ENSG00000226383,LINC01876,lncRNA
ENSG00000258170,,lncRNA
ENSG00000257998,,processed_pseudogene
ENSG00000110934,BIN2,protein_coding
ENSG00000165970,SLC6A5,protein_coding
ENSG00000225559,,lncRNA
ENSG00000229196,LINC03008,lncRNA
ENSG00000022267,FHL1,protein_coding
ENSG00000227788,MTCO3P43,processed_pseudogene
ENSG00000168530,MYL1,protein_coding
ENSG00000211713,TRBV6-4,TR_V_gene
ENSG00000271664,,unprocessed_pseudogene
ENSG00000211710,TRBV4-1,TR_V_gene
ENSG00000232053,,lncRNA
ENSG00000234985,,processed_pseudogene
ENSG00000211959,IGHV4-39,IG_V_gene
ENSG00000253467,IGHV7-40,IG_V_pseudogene
ENSG00000228757,,unprocessed_pseudogene
ENSG00000253294,IGHVII-40-1,IG_V_pseudogene
ENSG00000278473,IGHV3-41,IG_V_pseudogene
ENSG00000228966,HOMER2P1,processed_pseudogene
ENSG00000133561,GIMAP6,protein_coding
ENSG00000254228,IGHV3-42,IG_V_pseudogene
ENSG00000232216,IGHV3-43,IG_V_gene
ENSG00000214814,FER1L6,protein_coding
ENSG00000283195,IGHVII-43-1,IG_V_pseudogene
ENSG00000283562,IGHVIII-44,IG_V_pseudogene
ENSG00000283464,,IG_V_pseudogene
ENSG00000270816,LINC00221,lncRNA
ENSG00000286722,,lncRNA
ENSG00000224865,,lncRNA
ENSG00000102710,SUPT20H,protein_coding
ENSG00000253465,IGHVIV-44-1,IG_V_pseudogene
ENSG00000230649,,lncRNA
ENSG00000253895,IGHVII-44-2,IG_V_pseudogene
ENSG00000211961,IGHV1-45,IG_V_gene
ENSG00000225647,,lncRNA
ENSG00000211962,IGHV1-46,IG_V_gene
ENSG00000253239,IGLVI-70,IG_V_pseudogene
ENSG00000253808,IGHVII-46-1,IG_V_pseudogene
ENSG00000229092,IGHV3-47,IG_V_pseudogene
ENSG00000211637,IGLV4-69,IG_V_gene
ENSG00000253862,IGHVIII-47-1,IG_V_pseudogene
ENSG00000211964,IGHV3-48,IG_V_gene
ENSG00000254355,IGLVI-68,IG_V_pseudogene
ENSG00000278657,,lncRNA
ENSG00000106028,SSBP1,protein_coding
ENSG00000211965,IGHV3-49,IG_V_gene
ENSG00000249333,,unprocessed_pseudogene
ENSG00000211642,IGLV10-54,IG_V_gene
ENSG00000253386,IGHVII-49-1,IG_V_pseudogene
ENSG00000253241,IGHV3-50,IG_V_pseudogene
ENSG00000253794,IGLV10-67,IG_V_pseudogene
ENSG00000211966,IGHV5-51,IG_V_gene
ENSG00000228161,,unprocessed_pseudogene
ENSG00000261787,TCF24,protein_coding
ENSG00000253874,IGLVIV-66-1,IG_V_pseudogene
ENSG00000254075,IGLVV-66,IG_V_pseudogene
ENSG00000254161,IGLVIV-65,IG_V_pseudogene
ENSG00000253242,IGLVIV-64,IG_V_pseudogene
ENSG00000253752,IGLVI-63,IG_V_pseudogene
ENSG00000280878,,lncRNA
ENSG00000253823,IGLV1-62,IG_V_pseudogene
ENSG00000275361,,unprocessed_pseudogene
ENSG00000279512,,TEC
ENSG00000211638,IGLV8-61,IG_V_gene
ENSG00000253941,IGHVII-51-2,IG_V_pseudogene
ENSG00000253223,,processed_pseudogene
ENSG00000253545,IGHV3-52,IG_V_pseudogene
ENSG00000211967,IGHV3-53,IG_V_gene
ENSG00000225741,,unprocessed_pseudogene
ENSG00000263366,ABHD17AP5,processed_pseudogene
ENSG00000253714,IGHVII-53-1,IG_V_pseudogene
ENSG00000121022,COPS5,protein_coding
ENSG00000275475,IGHV3-54,IG_V_pseudogene
ENSG00000236118,,unprocessed_pseudogene
ENSG00000254395,IGHV4-55,IG_V_pseudogene
ENSG00000233720,,unprocessed_pseudogene
ENSG00000253131,IGHV7-56,IG_V_pseudogene
ENSG00000153107,ANAPC1,protein_coding
ENSG00000211639,IGLV4-60,IG_V_gene
ENSG00000253759,IGHV3-57,IG_V_pseudogene
ENSG00000211968,IGHV1-58,IG_V_gene
ENSG00000227710,,unprocessed_pseudogene
ENSG00000224465,SOCS2P2,processed_pseudogene
ENSG00000254308,IGLVIV-59,IG_V_pseudogene
ENSG00000224373,IGHV4-59,IG_V_gene
ENSG00000253637,IGLVV-58,IG_V_pseudogene
ENSG00000203987,,lncRNA
ENSG00000236323,BMP6P1,processed_pseudogene
ENSG00000211640,IGLV6-57,IG_V_gene
ENSG00000107290,SETX,protein_coding
ENSG00000253742,IGHV3-60,IG_V_pseudogene
ENSG00000253126,IGLVI-56,IG_V_pseudogene
ENSG00000254167,IGHV8-51-1,IG_V_gene
ENSG00000211641,IGLV11-55,IG_V_gene
ENSG00000253935,IGLVIV-53,IG_V_pseudogene
ENSG00000228050,TOP3BP1,processed_pseudogene
ENSG00000119638,NEK9,protein_coding
ENSG00000234726,,processed_pseudogene
ENSG00000169575,VPREB1,protein_coding
ENSG00000279278,,lncRNA
ENSG00000274422,,lncRNA
ENSG00000234630,,lncRNA
ENSG00000286129,,lncRNA
ENSG00000272779,BMS1P20,transcribed_unprocessed_pseudogene
ENSG00000211643,IGLV5-52,IG_V_gene
ENSG00000211644,IGLV1-51,IG_V_gene
ENSG00000211645,IGLV1-50,IG_V_gene
ENSG00000225724,ASH2LP3,unprocessed_pseudogene
ENSG00000223350,IGLV9-49,IG_V_gene
ENSG00000232515,,unprocessed_pseudogene
ENSG00000248376,,processed_pseudogene
ENSG00000211647,IGLV5-48,IG_V_gene
ENSG00000249955,,lncRNA
ENSG00000211648,IGLV1-47,IG_V_gene
ENSG00000080644,CHRNA3,protein_coding
ENSG00000248305,,processed_pseudogene
ENSG00000237428,ASH2LP2,processed_pseudogene
ENSG00000211649,IGLV7-46,IG_V_gene
ENSG00000248330,LINC00613,lncRNA
ENSG00000232603,,unprocessed_pseudogene
ENSG00000211650,IGLV5-45,IG_V_gene
ENSG00000249462,MLLT10P2,processed_pseudogene
ENSG00000287216,,lncRNA
ENSG00000211651,IGLV1-44,IG_V_gene
ENSG00000281720,DUX4L8,unprocessed_pseudogene
ENSG00000211652,IGLV7-43,IG_V_gene
ENSG00000254175,IGLVI-42,IG_V_pseudogene
ENSG00000254073,IGLVVII-41-1,IG_V_pseudogene
ENSG00000127325,BEST3,protein_coding
ENSG00000253818,IGLV1-41,IG_V_pseudogene
ENSG00000211653,IGLV1-40,IG_V_gene
ENSG00000286494,,lncRNA
ENSG00000248770,,unprocessed_pseudogene
ENSG00000224144,ASH2LP1,processed_pseudogene
ENSG00000249627,,processed_pseudogene
ENSG00000253889,IGLVI-38,IG_V_pseudogene
ENSG00000211654,IGLV5-37,IG_V_gene
ENSG00000273180,,lncRNA
ENSG00000287083,,lncRNA
ENSG00000211655,IGLV1-36,IG_V_gene
ENSG00000213331,,processed_pseudogene
ENSG00000230821,,processed_pseudogene
ENSG00000253631,IGLV7-35,IG_V_pseudogene
ENSG00000280757,DUX4L1,unprocessed_pseudogene
ENSG00000269680,,lncRNA
ENSG00000226595,,unprocessed_pseudogene
ENSG00000187860,CCDC157,protein_coding
ENSG00000125731,SH2D3A,protein_coding
ENSG00000251418,ASS1P8,processed_pseudogene
ENSG00000272784,,lncRNA
ENSG00000250725,,processed_pseudogene
ENSG00000272744,,lncRNA
ENSG00000249901,,lncRNA
ENSG00000248206,,lncRNA
ENSG00000149403,GRIK4,protein_coding
ENSG00000227765,MYL12BP2,processed_pseudogene
ENSG00000164129,NPY5R,protein_coding
ENSG00000148344,PTGES,protein_coding
ENSG00000251297,TUBB7P,unprocessed_pseudogene
ENSG00000249074,NDUFB2P1,processed_pseudogene
ENSG00000241877,,processed_pseudogene
ENSG00000164123,C4orf45,protein_coding
ENSG00000228707,,lncRNA
ENSG00000125482,TTF1,protein_coding
ENSG00000251128,WWC2-AS1,lncRNA
ENSG00000177989,ODF3B,protein_coding
ENSG00000231171,LINC01098,lncRNA
ENSG00000188649,CC2D2B,protein_coding
ENSG00000280284,,TEC
ENSG00000248431,,lncRNA
ENSG00000287226,,lncRNA
ENSG00000248197,LINC00290,lncRNA
ENSG00000125735,TNFSF14,protein_coding
ENSG00000234965,SHISA8,protein_coding
ENSG00000252637,RNA5SP268,rRNA_pseudogene
ENSG00000251407,MTND1P22,unprocessed_pseudogene
ENSG00000250869,,unprocessed_pseudogene
ENSG00000286371,,lncRNA
ENSG00000066777,ARFGEF1,protein_coding
ENSG00000172967,XKR3,protein_coding
ENSG00000287433,,lncRNA
ENSG00000248816,,lncRNA
ENSG00000038295,TLL1,protein_coding
ENSG00000225209,,lncRNA
ENSG00000100221,JOSD1,protein_coding
ENSG00000236238,,processed_pseudogene
ENSG00000066933,MYO9A,protein_coding
ENSG00000260970,,lncRNA
ENSG00000284361,MIR4745,miRNA
ENSG00000263414,MIR3187,miRNA
ENSG00000155093,PTPRN2,protein_coding
ENSG00000223729,LINC02247,lncRNA
ENSG00000235106,BRD3OS,protein_coding
ENSG00000125755,SYMPK,protein_coding
ENSG00000236521,NPAP1P4,processed_pseudogene
ENSG00000115539,PDCL3,protein_coding
ENSG00000136828,RALGPS1,protein_coding
ENSG00000225183,,processed_pseudogene
ENSG00000230402,LINC01349,lncRNA
ENSG00000233157,,processed_pseudogene
ENSG00000180150,HMGN2P9,processed_pseudogene
ENSG00000116793,PHTF1,protein_coding
ENSG00000261251,EFCAB6-DT,lncRNA
ENSG00000130540,SULT4A1,protein_coding
ENSG00000177261,ENSAP3,processed_pseudogene
ENSG00000287854,,lncRNA
ENSG00000163082,SGPP2,protein_coding
ENSG00000197748,CFAP43,protein_coding
ENSG00000161395,PGAP3,protein_coding
ENSG00000240827,,processed_pseudogene
ENSG00000242641,LINC00971,lncRNA
ENSG00000233608,TWIST2,protein_coding
ENSG00000235218,DNAJC17P1,processed_pseudogene
ENSG00000237220,,lncRNA
ENSG00000231013,SCTR-AS1,lncRNA
ENSG00000235615,,lncRNA
ENSG00000139629,GALNT6,protein_coding
ENSG00000286290,,lncRNA
ENSG00000196872,CRACDL,protein_coding
ENSG00000279140,,TEC
ENSG00000241305,ACTG1P13,processed_pseudogene
ENSG00000258701,LINC00638,lncRNA
ENSG00000242573,ACTR3P3,processed_pseudogene
ENSG00000184220,CMSS1,protein_coding
ENSG00000239365,RPS26P49,processed_pseudogene
ENSG00000196183,RPS2P4,processed_pseudogene
ENSG00000075413,MARK3,protein_coding
ENSG00000009335,UBE3C,protein_coding
ENSG00000289624,,lncRNA
ENSG00000227279,,lncRNA
ENSG00000265554,,lncRNA
ENSG00000289064,,lncRNA
ENSG00000288939,,lncRNA
ENSG00000289550,,lncRNA
ENSG00000286642,,lncRNA
ENSG00000288828,,lncRNA
ENSG00000267279,,lncRNA
ENSG00000100341,PNPLA5,protein_coding
ENSG00000228670,NANOGP2,processed_pseudogene
ENSG00000289168,,lncRNA
ENSG00000149179,CSTPP1,protein_coding
ENSG00000185078,RPL9P14,processed_pseudogene
ENSG00000265778,ZNF516-AS1,lncRNA
ENSG00000224219,SEC61GP1,processed_pseudogene
ENSG00000288917,,lncRNA
ENSG00000266053,NDUFV2-AS1,lncRNA
ENSG00000115183,TANC1,protein_coding
ENSG00000288800,,lncRNA
ENSG00000200750,Y_RNA,misc_RNA
ENSG00000242971,RN7SL233P,misc_RNA
ENSG00000199977,SNORA73,snoRNA
ENSG00000283927,MIR133A1,miRNA
ENSG00000284453,MIR1-2,miRNA
ENSG00000243303,,processed_pseudogene
ENSG00000264149,,lncRNA
ENSG00000252325,RNU6-1038P,snRNA
ENSG00000264289,,processed_pseudogene
ENSG00000222520,RNA5SP451,rRNA_pseudogene
ENSG00000101752,MIB1,protein_coding
ENSG00000218049,RPL31P33,processed_pseudogene
ENSG00000187772,LIN28B,protein_coding
ENSG00000171206,TRIM8,protein_coding
ENSG00000276054,,lncRNA
ENSG00000273965,,lncRNA
ENSG00000100345,MYH9,protein_coding
ENSG00000171475,WIPF2,protein_coding
ENSG00000279403,,TEC
ENSG00000287413,,lncRNA
ENSG00000287214,,lncRNA
ENSG00000287761,,lncRNA
ENSG00000271966,ARFGEF1-DT,lncRNA
ENSG00000164434,FABP7,protein_coding
ENSG00000241884,,lncRNA
ENSG00000249284,,processed_pseudogene
ENSG00000181135,ZNF707,protein_coding
ENSG00000242781,LINC02050,lncRNA
ENSG00000114021,NIT2,protein_coding
ENSG00000164114,MAP9,protein_coding
ENSG00000226181,,lncRNA
ENSG00000111911,HINT3,protein_coding
ENSG00000275953,YAP1P3,processed_pseudogene
ENSG00000219941,KRT18P50,processed_pseudogene
ENSG00000277043,EEF1A1P42,processed_pseudogene
ENSG00000226089,,lncRNA
ENSG00000273377,OR2Q1P,unprocessed_pseudogene
ENSG00000287097,,lncRNA
ENSG00000244158,CALHM6-AS1,lncRNA
ENSG00000064393,HIPK2,protein_coding
ENSG00000261764,KRT18P18,transcribed_processed_pseudogene
ENSG00000271218,,lncRNA
ENSG00000260393,,lncRNA
ENSG00000259209,,lncRNA
ENSG00000025039,RRAGD,protein_coding
ENSG00000288839,,lncRNA
ENSG00000263935,TOMM20P3,processed_pseudogene
ENSG00000278926,,TEC
ENSG00000265962,GACAT2,lncRNA
ENSG00000088682,COQ9,protein_coding
ENSG00000168502,MTCL1,protein_coding
ENSG00000115107,STEAP3,protein_coding
ENSG00000217767,NDUFAB1P1,processed_pseudogene
ENSG00000280277,,TEC
ENSG00000218189,POM121L14P,processed_pseudogene
ENSG00000271608,,processed_pseudogene
ENSG00000227535,,lncRNA
ENSG00000205978,NYNRIN,protein_coding
ENSG00000196814,MVB12B,protein_coding
ENSG00000034693,PEX3,protein_coding
ENSG00000133639,BTG1,protein_coding
ENSG00000277000,DUSP12P1,unprocessed_pseudogene
ENSG00000255423,EBLN2,protein_coding
ENSG00000236691,NDUFA4P2,processed_pseudogene
ENSG00000139899,CBLN3,protein_coding
ENSG00000114423,CBLB,protein_coding
ENSG00000252319,Y_RNA,misc_RNA
ENSG00000272788,,lncRNA
ENSG00000287719,,lncRNA
ENSG00000286765,,lncRNA
ENSG00000242058,RPS4XP19,processed_pseudogene
ENSG00000263847,,lncRNA
ENSG00000100441,KHNYN,protein_coding
ENSG00000238122,,lncRNA
ENSG00000264449,,lncRNA
ENSG00000260879,,lncRNA
ENSG00000266469,,lncRNA
ENSG00000283354,,unprocessed_pseudogene
ENSG00000232918,,processed_pseudogene
ENSG00000236360,RRAS2P1,processed_pseudogene
ENSG00000266846,,lncRNA
ENSG00000183298,RPSAP19,processed_pseudogene
ENSG00000266208,GJD3-AS1,lncRNA
ENSG00000257677,LINC02464,lncRNA
ENSG00000234332,BCAS2P2,processed_pseudogene
ENSG00000264622,,lncRNA
ENSG00000187908,DMBT1,protein_coding
ENSG00000234285,GAPDHP49,processed_pseudogene
ENSG00000265487,,lncRNA
ENSG00000286576,,lncRNA
ENSG00000200637,RNU5F-3P,snRNA
ENSG00000257235,,lncRNA
ENSG00000272380,MIR3976,miRNA
ENSG00000108599,AKAP10,protein_coding
ENSG00000206432,TMEM200C,protein_coding
ENSG00000257400,LNCHR1,lncRNA
ENSG00000117525,F3,protein_coding
ENSG00000144339,TMEFF2,protein_coding
ENSG00000111605,CPSF6,protein_coding
ENSG00000134443,GRP,protein_coding
ENSG00000261432,LINC01613,lncRNA
ENSG00000237494,LINC02919,lncRNA
ENSG00000220848,RPS18P9,transcribed_processed_pseudogene
ENSG00000182752,PAPPA,protein_coding
ENSG00000025156,HSF2,protein_coding
ENSG00000213238,,processed_pseudogene
ENSG00000223721,UQCRFS1P2,processed_pseudogene
ENSG00000286214,COPG2IT1,lncRNA
ENSG00000134438,RAX,protein_coding
ENSG00000128519,TAS2R16,protein_coding
ENSG00000214253,FIS1,protein_coding
ENSG00000225079,FTH1P22,processed_pseudogene
ENSG00000260858,,lncRNA
ENSG00000166569,CPLX4,protein_coding
ENSG00000226483,,processed_pseudogene
ENSG00000224238,WARS2-IT1,lncRNA
ENSG00000261743,,lncRNA
ENSG00000070761,CFAP20,protein_coding
ENSG00000229537,LINC01739,lncRNA
ENSG00000162699,DNAJA1P5,processed_pseudogene
ENSG00000092009,CMA1,protein_coding
ENSG00000162692,VCAM1,protein_coding
ENSG00000092529,CAPN3,protein_coding
ENSG00000119514,GALNT12,protein_coding
ENSG00000074695,LMAN1,protein_coding
ENSG00000109576,AADAT,protein_coding
ENSG00000270655,,processed_pseudogene
ENSG00000226079,,lncRNA
ENSG00000258657,,lncRNA
ENSG00000225457,,lncRNA
ENSG00000285691,,lncRNA
ENSG00000287946,,lncRNA
ENSG00000278862,,TEC
ENSG00000261673,,lncRNA
ENSG00000100450,GZMH,protein_coding
ENSG00000279659,,TEC
ENSG00000260983,,lncRNA
ENSG00000222012,,lncRNA
ENSG00000137251,TINAG,protein_coding
ENSG00000131153,GINS2,protein_coding
ENSG00000242280,SLC16A1P1,processed_pseudogene
ENSG00000214754,SRSF8CP,processed_pseudogene
ENSG00000257093,DENND11,protein_coding
ENSG00000158077,NLRP14,protein_coding
ENSG00000236667,RPL27AP3,processed_pseudogene
ENSG00000233494,,processed_pseudogene
ENSG00000213958,KRT18P29,processed_pseudogene
ENSG00000233388,,processed_pseudogene
ENSG00000286868,,lncRNA
ENSG00000273044,,lncRNA
ENSG00000283940,MTND3P15,unprocessed_pseudogene
ENSG00000131269,ABCB7,protein_coding
ENSG00000100302,RASD2,protein_coding
ENSG00000153246,PLA2R1,protein_coding
ENSG00000285706,,lncRNA
ENSG00000287368,,lncRNA
ENSG00000237999,ACTG1P19,processed_pseudogene
ENSG00000256393,RPL41P5,processed_pseudogene
ENSG00000225960,,lncRNA
ENSG00000273249,WDR5-DT,lncRNA
ENSG00000258035,,lncRNA
ENSG00000168925,CTRB1,protein_coding
ENSG00000226904,,lncRNA
ENSG00000288102,,lncRNA
ENSG00000185585,OLFML2A,protein_coding
ENSG00000257802,MRS2P2,processed_pseudogene
ENSG00000258365,,lncRNA
ENSG00000269148,,lncRNA
ENSG00000170608,FOXA3,protein_coding
ENSG00000285191,,lncRNA
ENSG00000258292,LINC02410,lncRNA
ENSG00000127362,TAS2R3,protein_coding
ENSG00000198125,MB,protein_coding
ENSG00000257953,,lncRNA
ENSG00000202089,RNU6-1306P,snRNA
ENSG00000258016,HIGD1AP1,processed_pseudogene
ENSG00000100448,CTSG,protein_coding
ENSG00000167771,RCOR2,protein_coding
ENSG00000258312,,lncRNA
ENSG00000170604,IRF2BP1,protein_coding
ENSG00000231515,,lncRNA
ENSG00000257454,,lncRNA
ENSG00000241345,,lncRNA
ENSG00000263394,,lncRNA
ENSG00000176182,MYPOP,protein_coding
ENSG00000257239,,lncRNA
ENSG00000256917,,processed_pseudogene
ENSG00000286591,,lncRNA
ENSG00000276234,TADA2A,protein_coding
ENSG00000133640,LRRIQ1,protein_coding
ENSG00000203914,HSP90B3P,processed_pseudogene
ENSG00000272604,,lncRNA
ENSG00000273138,,lncRNA
ENSG00000188425,NANOS2,protein_coding
ENSG00000270990,,processed_pseudogene
ENSG00000270457,,lncRNA
ENSG00000243746,EEF1A1P10,processed_pseudogene
ENSG00000203858,HSD3BP2,unprocessed_pseudogene
ENSG00000231987,LINC01787,lncRNA
ENSG00000288054,,lncRNA
ENSG00000197558,SSPOP,transcribed_unitary_pseudogene
ENSG00000104983,CCDC61,protein_coding
ENSG00000232295,,lncRNA
ENSG00000258421,FXNP1,processed_pseudogene
ENSG00000228057,SEC63P1,processed_pseudogene
ENSG00000261593,CYP4A27P,unprocessed_pseudogene
ENSG00000224445,LINC01708,lncRNA
ENSG00000181097,LINC02878,lncRNA
ENSG00000021645,NRXN3,protein_coding
ENSG00000229842,MTATP6P13,unprocessed_pseudogene
ENSG00000260848,,lncRNA
ENSG00000270631,,processed_pseudogene
ENSG00000255181,CCDC166,protein_coding
ENSG00000229201,LINC02787,lncRNA
ENSG00000181656,GPR88,protein_coding
ENSG00000260706,,lncRNA
ENSG00000254574,,lncRNA
ENSG00000259828,,lncRNA
ENSG00000135736,CCDC102A,protein_coding
ENSG00000267677,,lncRNA
ENSG00000168830,HTR1E,protein_coding
ENSG00000181085,MAPK15,protein_coding
ENSG00000267000,,lncRNA
ENSG00000267061,,lncRNA
ENSG00000122481,RWDD3,protein_coding
ENSG00000267269,,lncRNA
ENSG00000267774,,lncRNA
ENSG00000273664,,lncRNA
ENSG00000224161,RPS26P54,processed_pseudogene
ENSG00000267486,GLUD1P4,processed_pseudogene
ENSG00000216613,,processed_pseudogene
ENSG00000267669,RPLP0P12,transcribed_processed_pseudogene
ENSG00000183287,CCBE1,protein_coding
ENSG00000112837,TBX18,protein_coding
ENSG00000275130,,unprocessed_pseudogene
ENSG00000226234,KRT18P24,processed_pseudogene
ENSG00000110583,NAA40,protein_coding
ENSG00000231649,SPATA31B1P,unprocessed_pseudogene
ENSG00000233526,RFC5P1,processed_pseudogene
ENSG00000232387,SKA2P1,processed_pseudogene
ENSG00000231007,CDC20P1,processed_pseudogene
ENSG00000226798,,lncRNA
ENSG00000235377,,processed_pseudogene
ENSG00000170681,CAVIN4,protein_coding
